Date,apple,microsoft,amazon com,tesla,alphabet,alphabet,berkshire hathaway,unitedhealth,johnson & johnson,nvidia,meta platforms,procter & gamble,jpmorgan chase &,exxon mobil,visa,home depot,chevron,mastercard,abbvie,pfizer,bank of,coca cola,costco wholesale,pepsico,broadcom,eli lilly,walmart,thermo fisher scientific,verizon communications,cisco systems,walt disney,merck &,abbott laboratories,comcast,accenture,adobe,intel corporation,mcdonalds,wells fargo,danaher,bristol myers squibb,salesforce,texas instrument,nike,philip morris,union pacific,raytheon technologies,qualcomm,nextera,medtronic,advanced micro devices,amgen,at&t,united parcel service,cvs health,lowes companies,s&p global,honeywell,conocophillips,prologis,international business machines,oracle,anthem,american tower,intuit,caterpillar,target,deere,morgan stanley,american express,lockheed martin,charles schwab,goldman sachs,citigroup,altria,paypal holdings,applied material,general electric,blackrock,boeing,servicenow,automatic data processing,netflix,booking holdings,mondelez,starbucks,intuitive surgical,chubb ltd,duke,marsh & mclennan,stryker,zoetis,3m,crown castle,cigna,analog devices,southern,cme,gilead sciences,blackstone,micron technology,csx,t mobile us,tjx,pnc financial services,edwards lifesciences,becton dickinson,regeneron,aon,vertex,us bancorp,dominion,truist financial,colgate palmolive,eog resources,equinix,waste management,northrop grumman,intercontinental exchange,lam research,illinois tool,progressive,boston scientific,norfolk southern,charter communications,freeport mcmoran,fidelity national information serv,public storage,activision blizzard,estee lauder,newmont,general dynamics,ford motor,sherwin williams,dollar general,schlumberger,fiserv,eaton,humana,emerson electric,capital one financial,palo alto networks,general motors,sempra,air products and chemicals,marathon petroleum,moodys,hca healthcare,archer daniels midland,pioneer natural resource,dow,fedex,american electric power,american,uber technologies,marvell technology,block,marriott,kla,centene,metlife,l3harris technologies,occidental petroleum,mckesson,moderna,roper technologies,exelon,oreilly automotive,illumina,kimberly clark,warner bros. discovery inc series,sysco,nxp semiconductors,autozone,johnson controls,prudential financial,nucor,general mills,ecolab,cognizant technology solutions,iqvia holdings,synopsys,dexcom,williams,digital realty,valero,paychex,corteva,travelers companies,hilton worldwide holdings,realty income,chipotle mexican grill,kroger,welltower,autodesk,lululemon athletica,crowdstrike holdings,aflac,simon property,cadence design systems,fortinet,amphenol,idexx laboratories,xcel,hp,workday,sba communications reit corp class,devon,constellation brands,phillips 66,global payments,twitter,dollar tree,public service enterprise,motorola solutions,allstate,kinder morgan,baxter,agilent technologies,arthur j gallagher,msci,ross stores,microchip technology,electronic arts,parker hannifin,carrier global,cintas,yum brands,snowflake,avalonbay communities,trane technologies,dupont de nemours,consolidated edison,atlassian,ebay,equity residential,halliburton,verisk analytics,hershey foods,wec,transdigm,alexandria real estate equities,bank of new york mellon,resmed,walgreen boots alliance,discover financial services,fastenal,monster beverage,international flavors & fragrances,cheniere,weyerhaeuser,eversource,ameriprise finance,ppg industries,otis worldwide,oneok,m&t bank,biogen,t rowe price,svb financial,datadog,kraft heinz,rockwell automation,willis towers watson,hess,american water works,paccar,mettler toledo,ametek,cummins,aptiv,kkr and,align technology,arista networks,first republic bank,cbre,delta air lines,lyondellbasell industries nv class,republic services,extra space storage,southwest airlines,ball,cerner,old dominion freight line,tyson foods,expedia,edison,keysight technologies,zimmer biomet holdings,dte,invitation homes,trade desk,fifth third bancorp,state street,veeva systems,keurig dr pepper,corning,west pharmaceutical services,mccormick & co non voting
2021-12-15,179.3,334.65,3466.3,975.99,2928.82,2947.37,294.58,494.38,171.14,304.59,341.66,158.86,157.94,61.27,212.31,407.81,115.56,346.35,130.23,58.8,43.94,58.06,565.48,171.57,639.86,275.28,145.77,655.74,50.55,59.93,150.4,75.29,135.56,48.18,375.3,630.33,50.67,264.52,48.94,314.98,60.61,260.04,193.44,163.9,92.73,247.12,83.43,189.28,92.0,104.94,146.5,219.25,16.73,205.77,100.55,257.54,478.97,209.76,70.71,162.56,123.11,103.65,443.56,274.35,647.49,202.55,236.65,343.94,99.43,162.24,344.42,81.6,389.91,60.24,45.96,190.66,153.66,92.08,914.91,195.43,647.04,233.92,605.04,2130.38,64.79,114.68,331.66,193.96,103.82,170.42,252.22,232.08,175.78,197.0,217.46,179.53,66.75,227.65,71.21,127.87,85.66,36.47,118.42,73.06,198.08,119.91,249.42,657.93,295.91,211.13,56.74,78.2,58.57,82.76,84.81,817.09,162.53,378.82,135.12,697.31,245.05,101.81,40.24,287.77,617.32,37.25,106.82,361.5,60.26,365.12,54.23,206.24,20.19,345.64,226.12,29.31,103.66,169.26,461.8,92.73,147.39,540.29,58.61,127.69,305.08,62.48,397.73,253.83,65.08,174.16,54.04,240.78,87.23,54.36,37.83,88.37,173.8,151.18,409.91,83.33,60.82,213.0,28.52,232.29,283.28,479.26,54.69,687.21,391.74,138.3,22.57,74.57,229.38,2048.59,78.64,106.93,108.22,67.34,229.18,82.9,268.1,361.3,541.29,25.98,170.37,68.24,125.28,46.09,158.37,140.29,67.22,1701.17,46.22,82.95,271.73,402.48,210.71,57.35,152.04,184.27,336.78,84.37,611.56,68.82,36.26,279.22,370.18,39.98,241.04,70.52,128.06,44.07,140.05,65.55,262.63,113.52,15.87,82.7,154.31,167.61,602.42,108.82,87.94,128.9,315.11,53.55,457.71,132.42,360.34,248.9,201.78,78.34,84.52,364.43,65.61,89.23,22.27,228.57,189.77,96.98,582.59,218.57,56.9,256.56,49.66,114.99,63.65,91.21,145.01,101.45,39.47,90.87,298.24,165.86,84.92,59.56,150.62,235.88,193.69,699.53,171.02,34.88,351.35,234.65,75.39,182.27,88.09,1567.0,144.28,218.6,164.44,73.94,602.01,138.66,205.78,104.54,36.61,87.04,137.15,214.41,40.11,91.86,78.92,353.57,85.91,157.63,67.3,204.01,120.68,119.6,42.86,91.43,43.42,91.86,263.47,35.65,37.2,443.52,92.21
2021-12-16,172.26,324.9,3377.42,926.92,2888.9,2896.77,300.17,492.86,173.01,283.87,334.9,161.11,160.41,61.37,214.37,399.53,116.64,352.92,131.78,61.25,45.0,58.65,552.63,171.82,620.68,279.04,143.34,661.25,52.75,60.31,148.75,75.91,136.09,48.84,400.6,566.09,50.83,265.55,50.3,318.49,62.17,253.12,188.24,162.72,94.38,248.35,82.7,178.15,92.23,102.21,138.64,222.58,17.9,207.97,101.22,253.24,476.83,209.61,71.7,163.25,125.93,103.22,447.88,279.47,633.96,206.17,224.78,348.29,100.3,163.0,344.84,83.89,397.37,61.07,47.35,188.75,146.7,92.53,921.55,190.79,608.98,231.85,591.06,2164.91,65.69,113.59,334.53,195.86,104.54,170.0,251.46,232.81,178.31,200.47,218.67,172.6,67.55,229.09,72.31,123.93,82.69,36.57,120.58,73.47,201.79,119.57,257.21,631.74,295.13,212.61,57.43,78.57,59.18,83.95,86.19,822.9,166.04,378.72,135.99,671.28,245.39,103.02,40.43,290.41,631.58,38.28,108.47,363.0,61.49,362.68,59.0,206.18,20.35,348.25,225.66,29.7,104.82,168.8,457.47,93.89,148.02,523.71,58.39,128.59,303.15,62.77,395.92,253.98,66.17,177.32,54.6,238.52,88.0,55.28,37.7,83.59,165.88,150.76,397.31,83.0,61.39,210.76,28.38,232.45,282.02,486.95,54.36,687.47,378.87,141.82,23.41,74.01,217.95,2011.22,79.1,108.05,113.9,68.86,229.85,84.68,266.45,352.92,529.36,26.14,171.99,68.75,124.65,46.98,162.02,139.0,67.67,1678.97,45.91,83.1,269.61,390.62,200.28,57.9,151.66,179.62,322.92,83.55,607.56,68.95,36.7,272.23,370.5,40.36,241.61,70.96,126.88,43.13,138.09,65.61,261.76,115.82,15.86,83.91,150.8,166.05,595.12,109.27,84.53,129.39,313.14,53.87,454.81,133.59,324.98,245.91,202.16,78.71,84.69,345.44,64.04,88.13,22.56,229.2,192.13,98.36,576.64,216.57,58.42,253.77,49.26,115.72,63.46,91.62,145.91,100.86,39.63,90.91,300.23,169.32,86.51,58.31,153.18,235.52,190.62,682.29,164.05,36.0,348.87,233.16,75.63,182.93,85.91,1565.85,143.85,218.29,162.16,71.09,595.06,130.14,204.57,105.92,35.8,89.11,139.09,214.41,39.53,92.34,79.49,351.2,86.2,154.43,67.96,198.59,120.47,120.33,42.53,87.11,43.53,92.69,254.23,35.7,37.1,444.82,94.66
2021-12-17,171.14,323.8,3400.35,932.57,2834.5,2856.06,293.66,487.12,168.23,278.01,333.79,157.46,156.76,60.03,211.88,387.98,113.6,349.31,129.53,59.48,43.88,57.73,547.61,168.3,634.96,267.42,138.75,651.07,53.17,60.46,148.76,75.69,137.11,48.75,396.24,556.64,50.62,261.7,47.95,313.41,61.56,252.93,186.3,161.36,93.45,242.69,82.28,176.8,90.94,100.63,137.75,222.5,17.95,206.59,100.36,248.09,467.64,205.17,68.61,161.18,127.4,96.62,445.1,278.86,620.27,201.37,223.31,347.03,97.13,160.01,344.14,82.95,381.8,59.54,48.25,186.2,146.15,91.45,913.57,192.63,615.63,229.41,586.73,2210.46,64.96,108.63,337.4,189.77,103.04,168.3,251.22,234.31,174.75,201.34,219.62,170.11,66.84,224.78,72.21,123.27,83.0,35.72,119.81,74.02,197.24,122.12,256.9,619.28,292.38,214.54,55.73,76.63,57.11,82.48,84.0,822.26,161.31,377.46,133.38,669.17,238.18,100.97,40.86,284.79,650.0,38.0,107.98,361.74,61.36,345.96,59.24,202.2,19.77,340.44,222.5,28.97,103.65,165.07,453.33,90.69,144.08,530.14,55.16,126.87,298.33,62.45,393.64,253.79,65.27,173.69,54.1,250.32,86.54,54.11,39.68,84.03,167.06,150.19,391.55,83.02,60.25,207.93,28.04,233.09,294.8,475.52,53.52,676.07,384.92,139.37,23.28,72.11,218.71,1996.37,77.05,105.38,118.0,67.65,225.45,84.82,267.43,348.04,555.34,25.79,171.54,68.69,123.89,46.08,158.19,140.94,67.78,1683.84,44.79,83.2,277.65,384.66,205.1,56.84,150.73,179.15,333.83,82.48,616.88,67.0,36.57,273.88,375.88,39.2,242.25,71.8,128.07,43.07,136.32,64.09,259.12,114.14,15.6,83.63,151.42,164.4,590.22,108.07,84.36,127.52,302.61,52.26,438.51,131.93,332.33,244.53,194.34,76.51,83.82,350.96,64.03,87.65,22.11,222.14,187.62,96.29,583.88,215.37,57.5,252.98,48.85,114.11,62.05,91.62,144.43,100.41,39.64,89.4,294.63,164.59,84.16,57.85,147.15,237.43,193.36,654.01,170.16,35.51,341.76,232.88,71.62,183.11,83.5,1579.34,139.83,211.03,158.42,71.58,609.06,135.03,199.34,101.75,36.56,87.76,134.98,215.15,39.66,92.79,89.77,340.62,85.43,159.31,66.7,197.2,120.85,116.6,42.9,89.99,42.26,91.83,256.93,35.68,36.69,449.81,94.12
2021-12-20,169.75,319.91,3341.58,899.94,2832.14,2848.03,289.61,483.73,167.75,277.19,325.45,157.86,153.94,59.16,208.74,389.4,113.65,337.02,130.86,61.02,43.16,57.54,548.56,169.42,645.03,263.48,139.2,649.32,53.09,60.36,146.47,76.41,134.98,48.4,385.78,549.77,49.6,261.73,46.85,314.29,61.72,247.21,184.24,156.98,92.86,240.64,81.03,176.67,89.94,99.53,135.8,219.99,18.26,202.43,100.32,245.62,460.34,199.85,68.6,161.39,127.06,91.64,439.46,278.46,604.63,195.46,219.19,338.66,95.37,155.89,337.42,80.68,371.61,58.28,48.11,182.68,145.01,89.98,897.29,188.48,605.37,229.36,593.74,2208.75,64.78,108.09,332.11,185.77,103.67,168.3,247.77,234.26,172.64,202.13,217.0,168.32,67.12,221.91,72.47,119.72,82.03,35.31,118.99,72.48,192.55,120.03,252.41,603.14,290.52,215.41,54.87,77.96,55.67,82.52,83.58,822.35,160.59,369.95,132.56,661.08,235.56,101.52,39.5,281.45,646.76,37.42,104.65,365.97,61.8,345.54,58.71,198.68,19.42,335.69,220.4,28.47,100.52,164.06,451.1,89.46,138.35,529.59,54.04,127.55,295.01,60.91,386.94,245.62,64.22,172.65,53.51,245.55,87.23,52.91,39.7,84.17,158.3,149.68,385.5,82.42,58.59,202.02,26.98,234.27,276.38,467.0,53.4,672.59,374.2,141.3,22.89,71.21,217.65,1994.3,75.94,101.61,111.13,67.79,224.02,82.91,264.88,346.11,544.89,25.35,171.15,68.69,123.8,44.76,153.53,140.37,67.26,1679.84,45.51,80.33,275.12,370.57,206.29,55.36,146.27,177.32,330.53,81.14,604.11,67.12,36.13,269.7,374.36,38.26,239.45,69.43,123.67,42.98,136.38,64.09,255.9,112.31,15.24,82.51,150.42,164.26,579.3,105.86,82.6,129.92,296.38,50.91,429.94,131.57,331.07,241.55,191.81,75.21,84.04,343.33,63.79,86.73,21.8,221.31,187.79,96.27,581.06,215.11,56.48,248.03,48.83,109.62,61.32,91.64,142.29,101.12,38.13,89.67,283.82,160.68,82.33,56.53,144.7,236.96,188.84,637.64,164.38,35.27,336.59,231.95,71.18,182.62,82.12,1554.43,138.99,206.99,153.36,70.58,593.94,134.33,196.19,98.95,36.37,86.9,133.72,215.8,39.36,90.0,90.49,333.85,84.84,162.43,67.14,194.22,118.89,117.13,42.52,88.04,41.18,90.1,250.72,35.48,36.1,439.03,93.91
2021-12-21,172.99,327.29,3408.34,938.53,2869.45,2884.41,293.24,487.21,167.21,290.75,334.2,157.76,156.09,60.5,215.38,390.47,115.47,350.74,129.95,58.95,44.19,57.77,545.43,168.92,646.24,264.88,139.62,645.34,52.78,61.03,151.05,75.54,135.27,48.86,392.89,557.52,50.77,264.39,47.81,313.92,61.45,252.55,186.37,166.63,93.04,242.22,83.68,179.58,90.45,101.65,144.25,220.92,18.47,207.1,100.79,246.98,470.49,201.67,70.68,160.79,128.97,91.51,446.49,277.85,621.07,198.31,220.07,349.81,97.77,160.91,340.77,83.19,380.32,59.38,47.77,189.14,151.42,93.06,910.87,199.52,631.32,231.95,604.92,2365.75,64.32,110.37,348.09,187.24,103.02,168.85,256.22,237.64,172.92,198.58,220.24,172.08,66.39,225.2,71.84,123.42,90.68,35.95,121.1,74.12,196.87,124.4,251.83,606.81,293.23,218.6,55.84,77.14,57.12,82.09,86.35,804.58,160.03,378.49,134.06,683.07,236.69,101.22,41.11,285.17,644.33,39.18,109.9,361.79,63.59,352.75,58.18,203.29,19.61,334.49,221.72,29.45,105.26,167.24,450.14,91.03,143.51,537.63,54.79,128.51,295.75,63.42,391.28,247.03,64.83,177.93,54.2,251.95,86.75,55.14,41.97,86.3,170.47,158.32,409.4,82.99,60.32,207.13,28.6,236.09,268.14,472.22,53.94,674.72,379.46,139.29,23.53,74.49,224.37,1990.37,77.17,105.97,112.52,65.06,225.49,85.2,268.63,359.07,565.9,25.66,169.88,71.32,126.43,45.82,155.52,148.55,68.73,1723.89,43.87,82.64,280.42,383.31,210.31,56.84,154.47,183.03,339.25,83.06,624.06,66.34,37.02,278.86,372.74,41.31,241.32,72.14,131.85,44.36,136.48,64.31,261.61,113.32,15.66,83.87,153.96,163.97,594.66,108.55,85.34,132.17,305.33,52.13,436.79,133.37,354.82,245.17,194.43,76.49,83.37,380.63,63.71,87.98,22.66,221.99,187.33,94.73,609.29,217.49,57.89,257.63,49.96,115.17,61.59,92.79,142.69,105.57,38.46,88.96,294.5,163.93,84.18,57.91,149.05,234.65,190.58,665.26,177.49,35.0,339.71,236.25,74.5,181.27,83.38,1571.54,140.6,211.76,158.02,72.16,628.72,137.91,200.71,103.27,38.52,88.32,133.38,215.73,40.87,89.99,90.67,339.44,85.27,177.27,67.24,197.58,122.46,116.48,43.34,93.53,42.51,92.32,263.45,35.32,36.26,444.52,93.02
2021-12-22,175.64,333.2,3420.74,1008.87,2928.3,2938.98,294.41,494.13,167.93,294.0,330.45,159.32,156.7,60.99,217.96,395.64,116.13,357.48,132.05,59.55,44.28,58.18,549.67,169.97,655.2,266.5,139.8,651.7,52.77,61.53,151.88,76.16,138.99,49.03,403.69,563.98,50.97,264.94,48.03,319.68,62.1,252.8,186.93,165.44,92.91,242.89,84.07,181.38,90.8,101.34,143.88,221.53,18.7,208.44,100.9,249.7,473.26,201.84,71.08,162.26,129.75,89.86,453.91,281.25,631.66,202.15,217.74,347.0,98.3,162.47,343.14,84.38,382.33,59.6,46.88,191.68,152.32,93.07,911.54,201.69,643.93,237.62,614.24,2385.18,64.83,111.74,362.21,188.38,103.16,170.48,264.05,241.57,172.64,199.58,222.33,172.29,66.65,227.2,72.43,130.51,90.34,36.08,120.56,74.0,197.12,127.83,247.84,617.48,294.02,222.77,56.07,77.15,57.34,82.46,87.22,818.73,160.66,379.81,135.24,691.22,237.74,101.16,42.16,285.29,639.79,40.14,110.0,365.43,64.1,361.7,58.5,203.76,20.14,338.72,220.22,29.5,106.19,166.74,456.04,89.87,143.73,554.76,56.08,129.16,297.16,63.1,394.97,252.07,64.62,181.0,54.23,249.96,86.62,55.27,43.02,88.29,167.38,162.58,413.21,84.37,60.88,206.75,28.92,236.48,251.36,472.96,54.37,681.45,378.8,139.22,23.63,75.27,226.76,2024.16,77.67,106.91,113.64,65.7,226.83,85.9,276.76,364.83,572.79,25.68,171.41,71.3,133.41,45.93,154.69,152.74,69.14,1744.66,43.52,82.96,282.61,388.79,207.6,57.18,155.53,186.56,348.16,83.99,640.03,66.73,37.28,277.88,377.59,42.29,243.21,71.62,134.84,43.9,136.52,64.6,264.59,113.42,15.57,85.32,156.78,165.22,604.18,109.03,86.37,131.47,306.48,52.52,428.89,134.63,358.1,247.18,196.19,77.0,83.85,388.05,63.94,88.45,22.73,223.85,188.87,94.77,614.7,219.17,57.91,261.7,50.41,114.86,62.04,93.48,142.22,103.68,38.83,89.35,298.69,165.74,84.31,57.78,150.51,234.48,192.05,672.69,179.68,35.11,338.44,237.01,74.11,183.37,84.26,1604.94,141.05,210.92,160.82,74.0,645.89,139.53,201.92,105.48,39.13,88.02,134.07,219.05,41.12,90.03,91.79,344.03,84.93,182.42,67.62,200.61,124.73,116.7,43.98,93.49,42.7,92.59,261.25,35.87,36.38,453.61,93.39
2021-12-23,176.28,334.69,3421.37,1067.0,2938.33,2942.85,294.49,495.38,168.25,296.4,335.24,160.1,157.26,61.02,216.62,397.07,116.41,360.58,133.09,58.71,44.42,58.22,550.37,169.78,664.8,273.1,139.49,650.7,52.68,62.28,153.63,75.73,139.16,50.03,403.31,569.62,51.31,265.95,48.36,320.79,62.05,253.14,187.4,165.67,92.93,245.64,84.9,182.74,90.7,102.9,146.14,223.79,18.77,212.19,101.31,250.09,473.74,205.22,71.19,161.75,130.63,89.72,455.71,278.74,635.71,206.2,221.01,349.22,99.34,164.19,347.02,85.13,385.04,60.21,46.7,192.01,155.49,94.0,913.92,204.22,648.57,242.0,614.09,2402.25,64.94,112.37,363.94,190.64,102.97,170.57,268.25,242.51,174.97,199.39,225.89,172.66,66.54,228.96,72.48,135.0,94.42,36.79,119.91,73.75,197.93,128.57,248.91,625.38,292.41,223.45,56.31,77.34,57.77,82.79,87.18,818.76,161.94,381.17,135.84,698.72,240.5,101.25,42.72,287.53,648.3,41.13,109.05,362.45,65.16,365.99,59.53,204.69,20.25,338.38,221.33,29.57,105.54,168.04,460.54,91.28,145.1,561.78,56.91,129.41,299.48,63.04,397.26,252.05,65.44,180.03,55.14,253.82,86.52,56.57,43.91,87.68,167.71,165.19,420.76,84.72,61.78,208.26,28.85,240.78,249.99,478.33,54.49,679.42,382.29,138.89,24.42,76.65,227.35,2014.5,78.11,108.25,114.3,65.99,228.24,86.29,278.01,366.15,572.01,25.85,169.81,71.73,134.24,46.44,154.65,154.71,69.22,1748.67,43.21,82.79,280.99,391.56,211.52,57.69,155.46,187.48,349.02,85.06,645.02,66.61,37.65,278.05,374.28,42.05,244.04,71.9,135.37,44.16,137.0,64.58,262.9,114.13,15.64,85.55,157.8,166.45,611.27,110.16,86.93,132.54,311.89,52.82,435.0,135.34,349.22,245.77,197.3,78.54,83.77,387.92,64.89,88.18,22.71,225.53,188.46,94.65,628.0,217.63,58.11,258.82,50.48,115.34,62.59,93.84,143.09,103.95,38.64,89.44,302.28,167.06,85.25,58.02,150.95,235.41,195.29,674.76,180.36,35.25,340.12,236.46,73.49,182.08,84.95,1626.23,142.57,213.97,162.4,75.74,653.98,141.85,203.91,105.82,39.3,90.55,135.42,218.0,41.87,90.0,91.84,348.31,85.22,183.78,67.67,201.43,126.99,116.82,43.95,96.05,43.07,93.03,260.61,35.94,36.75,459.84,93.03
2021-12-27,180.33,342.45,3393.39,1093.94,2958.13,2961.28,296.67,499.5,169.67,309.45,346.18,161.97,158.16,61.89,217.63,404.09,118.79,360.31,134.41,59.2,44.64,58.65,563.47,171.47,674.28,278.41,140.76,662.21,52.68,63.42,152.8,76.57,141.46,50.47,415.33,577.68,51.94,268.24,48.77,327.41,62.29,258.3,191.84,167.58,93.54,247.95,85.24,186.33,91.32,104.43,154.36,225.17,18.7,215.11,102.4,253.7,478.1,206.43,73.21,165.89,131.62,89.54,459.52,285.76,652.77,206.38,224.1,350.75,100.4,164.39,350.28,85.82,388.04,60.65,46.79,192.01,162.72,94.62,922.57,203.17,663.28,246.29,613.12,2394.51,65.52,114.22,364.58,193.48,103.29,173.89,270.42,246.51,176.7,204.75,227.86,175.47,66.96,229.43,72.87,135.1,94.43,37.19,118.58,74.29,201.07,130.58,251.32,634.77,298.43,222.34,56.74,77.43,58.46,83.91,90.78,835.11,163.79,384.21,137.75,723.4,243.73,103.32,43.12,291.53,652.35,41.99,108.44,368.8,65.45,369.27,60.18,207.13,20.8,345.55,224.69,29.84,103.94,170.67,464.23,92.17,145.89,568.34,57.43,130.16,302.22,64.08,399.47,253.77,66.07,185.77,55.87,256.25,87.08,56.9,42.96,90.81,168.48,166.71,440.17,84.37,62.49,210.33,29.64,245.34,246.88,488.02,54.81,692.44,384.66,139.8,24.36,77.51,232.78,2047.06,79.74,108.83,116.65,66.06,231.67,88.09,282.06,375.59,569.88,26.26,173.5,73.13,135.64,47.01,156.04,155.29,70.94,1766.24,43.74,84.04,284.3,400.75,209.64,58.2,158.43,191.65,367.67,86.93,654.84,66.82,38.1,279.35,383.36,44.61,246.8,72.79,133.54,44.33,138.47,65.06,268.92,116.08,15.82,86.6,158.74,170.44,618.77,112.37,89.35,133.04,316.53,53.53,442.08,138.01,351.99,249.7,200.06,79.81,83.73,394.43,65.66,89.38,23.17,227.41,189.88,95.28,627.5,220.1,58.52,262.07,50.73,116.12,63.58,94.8,145.21,103.43,39.66,89.22,307.39,169.74,86.52,59.41,153.48,234.19,199.32,689.62,183.47,35.43,348.31,239.06,75.61,183.58,85.8,1673.41,145.33,216.21,163.45,77.25,661.07,146.84,207.29,107.79,39.0,91.67,137.28,221.75,41.76,91.92,92.25,355.6,86.16,182.25,67.62,207.93,127.81,117.85,44.53,97.68,43.7,93.79,262.86,36.11,37.37,465.89,94.13
2021-12-28,179.29,341.25,3413.22,1088.47,2933.74,2928.96,298.29,502.94,170.35,303.22,346.22,162.84,158.64,61.69,218.05,406.22,118.56,360.78,134.39,58.01,44.7,58.88,564.64,172.36,669.0,276.43,142.78,655.38,52.72,63.53,155.2,76.81,140.47,50.51,415.27,569.36,51.76,267.88,48.42,323.44,62.35,255.45,191.1,166.42,93.86,249.23,86.02,184.82,91.88,104.53,153.15,225.77,18.73,214.68,102.77,254.02,475.1,207.05,73.12,165.79,132.63,88.65,464.21,288.49,649.78,206.62,224.91,349.77,99.97,164.41,353.75,85.5,387.61,60.62,47.38,190.1,159.64,95.3,921.82,206.13,654.0,246.07,610.71,2386.91,66.01,115.57,364.54,193.43,104.57,173.77,270.79,244.25,177.64,206.3,230.54,174.38,67.73,230.12,72.97,131.38,92.94,37.42,118.16,74.77,201.17,129.35,250.21,638.46,297.0,221.93,56.75,77.91,58.7,84.46,90.22,838.01,165.14,385.33,137.63,716.1,245.71,103.35,43.24,293.29,655.79,41.99,109.29,370.62,66.67,367.8,60.29,207.67,20.76,348.4,228.32,30.11,104.7,171.2,466.5,92.89,146.2,564.71,57.11,130.79,303.99,64.37,399.42,256.76,66.93,183.81,56.63,256.44,88.21,56.67,42.54,87.99,163.67,166.75,432.15,84.45,62.61,212.16,29.48,246.49,241.44,492.09,55.61,696.87,380.07,139.79,24.33,78.32,231.02,2059.94,80.39,109.06,114.45,66.89,234.13,88.73,280.61,372.15,529.5,26.16,174.86,74.5,135.85,47.38,157.12,155.02,71.4,1752.91,44.42,84.73,282.77,400.07,207.23,58.49,157.77,190.08,366.0,87.12,651.28,67.62,37.95,275.8,384.73,44.5,248.99,73.93,135.15,43.43,139.29,65.58,269.81,117.09,15.86,86.75,159.18,169.32,614.98,112.16,88.03,133.47,317.42,53.48,444.1,137.98,340.18,250.41,201.47,80.45,84.4,388.61,66.08,89.9,23.05,228.08,190.97,96.5,630.5,221.99,58.46,260.89,51.43,116.07,63.88,94.7,147.44,103.8,39.86,90.06,305.67,171.19,86.46,59.4,154.19,235.99,199.41,681.07,177.42,35.86,348.34,238.72,75.28,186.14,86.9,1675.17,146.36,217.53,162.63,76.73,656.37,144.89,207.37,107.72,39.63,92.72,138.42,222.55,42.29,94.3,93.0,356.64,86.67,180.8,68.2,206.89,128.21,118.73,44.59,94.79,43.78,93.7,258.41,36.37,37.35,464.87,94.96
2021-12-29,179.38,341.95,3384.02,1086.19,2933.1,2930.09,299.46,505.58,171.55,300.01,342.94,164.19,158.56,61.15,218.17,410.84,117.95,361.29,135.36,57.58,44.63,58.95,567.77,172.97,672.61,278.42,142.71,662.73,52.36,63.96,154.87,76.95,141.19,50.59,415.42,569.29,51.83,268.49,48.45,326.58,62.29,254.54,190.81,168.78,94.3,251.03,85.89,186.2,91.99,103.95,148.26,227.6,18.6,214.6,103.7,257.57,474.55,207.53,72.92,167.68,133.35,88.21,467.67,288.88,648.03,207.33,227.92,345.71,98.73,163.83,354.27,84.96,386.2,60.54,47.4,189.97,160.98,94.79,909.72,203.66,654.58,248.01,610.54,2384.68,66.37,116.38,365.27,194.36,104.76,173.89,271.11,247.03,178.41,207.3,231.65,175.52,68.07,229.11,73.64,128.51,96.17,37.58,117.64,75.46,201.24,130.64,252.79,647.28,300.68,223.32,56.6,78.42,58.78,84.91,89.85,842.0,166.38,384.99,137.24,726.75,247.07,103.97,43.17,295.75,656.28,41.98,109.25,372.62,67.16,370.08,60.62,207.89,20.56,351.36,233.58,29.65,104.27,171.71,469.02,92.95,145.59,563.6,57.23,131.45,305.4,63.95,398.06,258.49,67.01,183.56,57.06,257.49,88.58,56.78,42.46,88.54,161.85,166.55,435.08,84.22,62.68,212.37,29.26,248.46,247.88,491.0,56.65,708.14,377.85,141.07,23.87,77.94,230.52,2104.04,80.99,109.08,114.89,67.02,235.64,89.59,282.24,373.44,535.4,26.04,175.26,74.65,137.38,47.35,157.5,155.37,71.9,1748.6,44.71,85.11,282.57,401.0,206.87,58.79,158.76,189.93,366.74,87.94,655.69,67.96,37.98,275.75,384.95,44.2,249.78,72.85,134.24,42.76,140.3,65.97,272.73,117.95,15.83,87.19,160.65,169.81,614.79,113.31,88.24,133.14,318.6,53.74,444.94,138.66,344.21,252.55,202.51,80.59,85.1,382.78,66.46,90.55,22.94,229.3,191.82,96.92,630.51,223.57,58.37,261.11,52.25,115.77,64.42,95.79,148.99,103.45,40.68,90.61,305.41,171.21,86.82,58.77,154.1,258.31,197.54,683.19,179.71,35.81,349.06,238.43,74.67,187.39,87.63,1701.99,147.41,218.72,163.21,74.5,653.34,145.71,206.93,108.58,39.16,92.67,139.41,225.42,42.16,95.23,93.19,360.81,86.42,180.97,68.44,207.29,128.23,119.38,45.17,92.57,43.9,93.79,258.87,36.58,37.51,467.99,95.62
